月の出,月の入,月齢
13:59,23:23,  8.9
14:53,--:--,  9.9
15:43, 0:18, 10.9
16:26, 1:20, 11.9
17:04, 2:25, 12.9
17:37, 3:33, 13.9
18:08, 4:41, 14.9
18:37, 5:49, 15.9
19:06, 6:58, 16.9
19:36, 8:07, 17.9
20:11, 9:19, 18.9
20:51,10:33, 19.9
21:38,11:46, 20.9
22:34,12:56, 21.9
23:37,14:00, 22.9
--:--,14:54, 23.9
 0:44,15:39, 24.9
 1:51,16:16, 25.9
 2:57,16:47, 26.9
 4:00,17:14, 27.9
 5:00,17:39, 28.9
 5:59,18:03,  0.3
 6:56,18:27,  1.3
 7:54,18:53,  2.3
 8:52,19:21,  3.3
 9:51,19:54,  4.3
10:50,20:31,  5.3
11:48,21:15,  6.3
12:43,22:07,  7.3
13:34,23:04,  8.3
