月の出,月の入,月齢
20:33,10:44,20.0
21:32,11:52,21.0
22:39,12:54,22.0
23:49,13:47,23.0
--:--,14:30,24.0
1:00,15:07,25.0
2:09,15:39,26.0
3:15,16:07,27.0
4:19,16:34,28.0
5:22,17:01,29.0
6:25,17:29,0.5
7:27,18:00,1.5
8:29,18:35,2.5
9:31,19:15,3.5
10:29,20:00,4.5
11:24,20:51,5.5
12:12,21:46,6.5
12:55,22:44,7.5
13:31,23:44,8.5
14:04,--:--,9.5
14:33,0:44,10.5
15:00,1:45,11.5
15:26,2:46,12.5
15:54,3:48,13.5
16:23,4:53,14.5
16:57,6:02,15.5
17:37,7:14,16.5
18:26,8:28,17.5
19:24,9:40,18.5
20:30,10:46,19.5
21:41,11:43,20.5
