月の出,月の入,月齢
--:--,12:13,21.8
0:05,12:41,22.8
1:07,13:07,23.8
2:08,13:34,24.8
3:09,14:03,25.8
4:10,14:34,26.8
5:11,15:10,27.8
6:11,15:51,28.8
7:08,16:39,0.1
8:00,17:31,1.1
8:47,18:27,2.1
9:27,19:25,3.1
10:02,20:24,4.1
10:33,21:22,5.1
11:00,22:20,6.1
11:26,23:18,7.1
11:51,--:--,8.1
12:17,0:17,9.1
12:46,1:19,10.1
13:19,2:25,11.1
13:58,3:35,12.1
14:48,4:48,13.1
15:48,6:02,14.1
16:58,7:10,15.1
18:14,8:10,16.1
19:31,8:59,17.1
20:44,9:39,18.1
21:53,10:12,19.1
22:58,10:42,20.1
--:--,11:10,21.1
0:01,11:37,22.1
