月の出,月の入,月齢
20:30,7:22,17.7
20:55,8:22,18.7
21:22,9:23,19.7
21:50,10:26,20.7
22:22,11:32,21.7
23:00,12:40,22.7
23:47,13:52,23.7
--:--,15:03,24.7
0:44,16:09,25.7
1:51,17:07,26.7
3:04,17:56,27.7
4:19,18:36,28.7
5:32,19:10,0.4
6:42,19:39,1.4
7:48,20:07,2.4
8:52,20:34,3.4
9:54,21:02,4.4
10:55,21:31,5.4
11:57,22:05,6.4
12:57,22:42,7.4
13:55,23:26,8.4
14:50,--:--,9.4
15:40,0:16,10.4
16:24,1:11,11.4
17:02,2:09,12.4
17:36,3:10,13.4
18:06,4:12,14.4
18:33,5:13,15.4
18:59,6:14,16.4
19:25,7:16,17.4
19:53,8:19,18.4
