月の出,月の入,月齢
13:22, 1:43, 10.8
13:50, 2:57, 11.8
14:25, 4:16, 12.8
15:08, 5:37, 13.8
16:03, 6:58, 14.8
17:09, 8:11, 15.8
18:24, 9:11, 16.8
19:40, 9:58, 17.8
20:54,10:34, 18.8
22:03,11:03, 19.8
23:08,11:28, 20.8
--:--,11:49, 21.8
 0:11,12:10, 22.8
 1:12,12:30, 23.8
 2:12,12:53, 24.8
 3:14,13:18, 25.8
 4:16,13:47, 26.8
 5:18,14:22, 27.8
 6:18,15:05, 28.8
 7:13,15:56,  0.1
 8:02,16:54,  1.1
 8:44,17:57,  2.1
 9:19,19:03,  3.1
 9:48,20:09,  4.1
10:14,21:15,  5.1
10:37,22:22,  6.1
11:00,23:29,  7.1
11:23,--:--,  8.1
11:49, 0:39,  9.1
12:19, 1:53, 10.1
12:56, 3:10, 11.1
