月の出,月の入,月齢
 6:49,22:59,  3.3
 7:54,23:52,  4.3
 9:04,--:--,  5.3
10:14, 0:34,  6.3
11:22, 1:06,  7.3
12:27, 1:33,  8.3
13:28, 1:55,  9.3
14:28, 2:16, 10.3
15:27, 2:35, 11.3
16:27, 2:55, 12.3
17:28, 3:16, 13.3
18:30, 3:40, 14.3
19:33, 4:08, 15.3
20:35, 4:42, 16.3
21:33, 5:23, 17.3
22:25, 6:14, 18.3
23:09, 7:12, 19.3
23:46, 8:17, 20.3
--:--, 9:25, 21.3
 0:18,10:35, 22.3
 0:45,11:45, 23.3
 1:09,12:56, 24.3
 1:33,14:09, 25.3
 1:58,15:24, 26.3
 2:26,16:43, 27.3
 2:59,18:04, 28.3
 3:40,19:25, 29.3
 4:31,20:38,  1.0
 5:33,21:39,  2.0
 6:43,22:27,  3.0
 7:56,23:05,  4.0
