月の出,月の入,月齢
14:09, 0:30, 10.6
14:33, 1:41, 11.6
14:58, 2:53, 12.6
15:25, 4:08, 13.6
15:57, 5:27, 14.6
16:36, 6:49, 15.6
17:24, 8:11, 16.6
18:24, 9:27, 17.6
19:34,10:33, 18.6
20:47,11:24, 19.6
22:00,12:05, 20.6
23:09,12:36, 21.6
--:--,13:02, 22.6
 0:15,13:24, 23.6
 1:17,13:45, 24.6
 2:18,14:05, 25.6
 3:19,14:26, 26.6
 4:19,14:49, 27.6
 5:21,15:15, 28.6
 6:24,15:46, 29.6
 7:25,16:23,  0.8
 8:24,17:08,  1.8
 9:18,18:01,  2.8
10:04,19:00,  3.8
10:44,20:04,  4.8
11:17,21:10,  5.8
11:45,22:17,  6.8
12:10,23:24,  7.8
12:34,--:--,  8.8
12:57, 0:32,  9.8
