月の出,月の入,月齢
13:53,22:34,  8.9
14:48,23:29,  9.9
15:36,--:--, 10.9
16:17, 0:32, 11.9
16:51, 1:41, 12.9
17:20, 2:52, 13.9
17:46, 4:05, 14.9
18:11, 5:18, 15.9
18:35, 6:31, 16.9
19:02, 7:46, 17.9
19:31, 9:02, 18.9
20:07,10:20, 19.9
20:51,11:37, 20.9
21:45,12:50, 21.9
22:48,13:54, 22.9
23:57,14:47, 23.9
--:--,15:28, 24.9
 1:08,16:02, 25.9
 2:18,16:29, 26.9
 3:25,16:52, 27.9
 4:29,17:13, 28.9
 5:32,17:34,  0.3
 6:33,17:54,  1.3
 7:35,18:16,  2.3
 8:37,18:41,  3.3
 9:39,19:10,  4.3
10:41,19:44,  5.3
11:42,20:27,  6.3
12:38,21:17,  7.3
13:28,22:16,  8.3
