月の出,月の入,月齢
 9:07,23:34,  5.0
10:15,23:59,  6.0
11:19,--:--,  7.0
12:20, 0:20,  8.0
13:20, 0:40,  9.0
14:19, 1:00, 10.0
15:20, 1:20, 11.0
16:22, 1:43, 12.0
17:25, 2:10, 13.0
18:27, 2:42, 14.0
19:27, 3:21, 15.0
20:21, 4:09, 16.0
21:08, 5:06, 17.0
21:48, 6:10, 18.0
22:20, 7:18, 19.0
22:48, 8:27, 20.0
23:13, 9:36, 21.0
23:36,10:45, 22.0
--:--,11:55, 23.0
 0:00,13:07, 24.0
 0:26,14:22, 25.0
 0:55,15:40, 26.0
 1:31,16:59, 27.0
 2:16,18:15, 28.0
 3:13,19:22, 29.0
 4:20,20:16,  0.7
 5:33,20:59,  1.7
 6:47,21:32,  2.7
 7:58,21:59,  3.7
 9:05,22:22,  4.7
