月の出,月の入,月齢
 6:46,18:56,  1.1
 7:11,20:12,  2.1
 7:37,21:29,  3.1
 8:06,22:47,  4.1
 8:40,--:--,  5.1
 9:22, 0:03,  6.1
10:12, 1:16,  7.1
11:11, 2:21,  8.1
12:17, 3:14,  9.1
13:25, 3:57, 10.1
14:33, 4:32, 11.1
15:38, 5:00, 12.1
16:41, 5:23, 13.1
17:42, 5:44, 14.1
18:42, 6:04, 15.1
19:42, 6:23, 16.1
20:43, 6:44, 17.1
21:45, 7:06, 18.1
22:47, 7:32, 19.1
23:50, 8:04, 20.1
--:--, 8:42, 21.1
 0:50, 9:30, 22.1
 1:46,10:27, 23.1
 2:34,11:32, 24.1
 3:14,12:43, 25.1
 3:49,13:57, 26.1
 4:18,15:12, 27.1
 4:45,16:28, 28.1
 5:10,17:44, 29.1
 5:36,19:03,  0.7
 6:04,20:23,  1.7
