月の出,月の入,月齢
14:43, 1:19, 10.6
15:12, 2:25, 11.6
15:41, 3:32, 12.6
16:12, 4:43, 13.6
16:49, 5:57, 14.6
17:32, 7:14, 15.6
18:24, 8:33, 16.6
19:26, 9:47, 17.6
20:34,10:52, 18.6
21:45,11:46, 19.6
22:54,12:29, 20.6
23:59,13:05, 21.6
--:--,13:34, 22.6
 1:01,14:00, 23.6
 1:59,14:24, 24.6
 2:57,14:48, 25.6
 3:53,15:13, 26.6
 4:50,15:39, 27.6
 5:48,16:09, 28.6
 6:47,16:43, 29.6
 7:46,17:23,  0.8
 8:43,18:09,  1.8
 9:37,19:02,  2.8
10:24,20:00,  3.8
11:06,21:01,  4.8
11:42,22:04,  5.8
12:14,23:06,  6.8
12:43,--:--,  7.8
13:10, 0:09,  8.8
13:38, 1:14,  9.8
