月の出,月の入,月齢
14:12,23:36,  8.9
15:06,--:--,  9.9
15:56, 0:31, 10.9
16:39, 1:32, 11.9
17:17, 2:38, 12.9
17:50, 3:45, 13.9
18:20, 4:54, 14.9
18:49, 6:02, 15.9
19:18, 7:11, 16.9
19:49, 8:20, 17.9
20:23, 9:32, 18.9
21:03,10:46, 19.9
21:50,11:59, 20.9
22:46,13:10, 21.9
23:49,14:13, 22.9
--:--,15:07, 23.9
 0:56,15:52, 24.9
 2:04,16:29, 25.9
 3:10,17:00, 26.9
 4:13,17:27, 27.9
 5:13,17:52, 28.9
 6:12,18:15,  0.3
 7:09,18:40,  1.3
 8:07,19:05,  2.3
 9:05,19:34,  3.3
10:04,20:06,  4.3
11:03,20:44,  5.3
12:01,21:28,  6.3
12:57,22:19,  7.3
13:47,23:17,  8.3
