月の出,月の入,月齢
14:32,--:--,  9.3
15:11, 0:19, 10.3
15:46, 1:25, 11.3
16:17, 2:32, 12.3
16:47, 3:39, 13.3
17:15, 4:48, 14.3
17:46, 5:58, 15.3
18:19, 7:11, 16.3
18:58, 8:26, 17.3
19:44, 9:42, 18.3
20:39,10:57, 19.3
21:41,12:05, 20.3
22:48,13:04, 21.3
23:57,13:51, 22.3
--:--,14:31, 23.3
 1:03,15:03, 24.3
 2:06,15:31, 25.3
 3:06,15:56, 26.3
 4:05,16:20, 27.3
 5:02,16:44, 28.3
 5:59,17:09, 29.3
 6:57,17:36,  0.6
 7:55,18:07,  1.6
 8:54,18:42,  2.6
 9:53,19:24,  3.6
10:49,20:13,  4.6
11:41,21:07,  5.6
12:27,22:07,  6.6
13:07,23:10,  7.6
13:43,--:--,  8.6
14:14, 0:14,  9.6
