月の出,月の入,月齢
 7:24,19:37,  1.1
 7:53,20:48,  2.1
 8:24,22:00,  3.1
 8:57,23:13,  4.1
 9:36,--:--,  5.1
10:21, 0:26,  6.1
11:13, 1:36,  7.1
12:13, 2:40,  8.1
13:17, 3:34,  9.1
14:22, 4:20, 10.1
15:26, 4:57, 11.1
16:27, 5:29, 12.1
17:26, 5:56, 13.1
18:24, 6:20, 14.1
19:20, 6:44, 15.1
20:16, 7:07, 16.1
21:13, 7:31, 17.1
22:11, 7:57, 18.1
23:11, 8:27, 19.1
--:--, 9:01, 20.1
 0:10, 9:43, 21.1
 1:09,10:32, 22.1
 2:04,11:28, 23.1
 2:54,12:32, 24.1
 3:37,13:39, 25.1
 4:15,14:49, 26.1
 4:49,16:00, 27.1
 5:20,17:11, 28.1
 5:49,18:23, 29.1
 6:20,19:36,  0.7
 6:53,20:52,  1.7
