月の出,月の入,月齢
23:55,12:07,21.8
--:--,12:33,22.8
0:59,12:58,23.8
2:02,13:23,24.8
3:04,13:50,25.8
4:07,14:20,26.8
5:09,14:55,27.8
6:10,15:35,28.8
7:08,16:21,0.1
8:00,17:14,1.1
8:47,18:11,2.1
9:26,19:10,3.1
10:00,20:10,4.1
10:29,21:10,5.1
10:55,22:09,6.1
11:19,23:09,7.1
11:43,--:--,8.1
12:07,0:09,9.1
12:34,1:13,10.1
13:05,2:20,11.1
13:43,3:32,12.1
14:31,4:47,13.1
15:31,6:01,14.1
16:41,7:10,15.1
17:58,8:09,16.1
19:17,8:56,17.1
20:32,9:35,18.1
21:43,10:07,19.1
22:50,10:35,20.1
23:54,11:01,21.1
--:--,11:26,22.1
