月の出,月の入,月齢
14:11,4:35,12.1
15:12,5:50,13.1
16:23,6:56,14.1
17:38,7:51,15.1
18:53,8:35,16.1
20:04,9:11,17.1
21:11,9:40,18.1
22:14,10:05,19.1
23:15,10:29,20.1
--:--,10:52,21.1
0:14,11:16,22.1
1:14,11:42,23.1
2:14,12:12,24.1
3:15,12:47,25.1
4:14,13:28,26.1
5:11,14:17,27.1
6:02,15:13,28.1
6:48,16:14,29.1
7:27,17:18,0.3
8:00,18:23,1.3
8:29,19:28,2.3
8:55,20:33,3.3
9:20,21:38,4.3
9:45,22:44,5.3
10:12,23:52,6.3
10:42,--:--,7.3
11:17,1:04,8.3
12:01,2:18,9.3
12:55,3:31,10.3
14:00,4:39,11.3
15:12,5:38,12.3
