月の出,月の入,月齢
20:32,7:25,17.7
20:58,8:25,18.7
21:24,9:26,19.7
21:53,10:29,20.7
22:25,11:34,21.7
23:03,12:43,22.7
23:50,13:54,23.7
--:--,15:05,24.7
0:47,16:11,25.7
1:54,17:09,26.7
3:07,17:58,27.7
4:22,18:38,28.7
5:35,19:12,0.4
6:44,19:42,1.4
7:50,20:10,2.4
8:54,20:37,3.4
9:56,21:04,4.4
10:58,21:34,5.4
11:59,22:07,6.4
12:59,22:45,7.4
13:57,23:29,8.4
14:52,--:--,9.4
15:42,0:19,10.4
16:26,1:14,11.4
17:05,2:12,12.4
17:38,3:13,13.4
18:08,4:15,14.4
18:35,5:16,15.4
19:02,6:17,16.4
19:28,7:18,17.4
19:56,8:21,18.4
