月の出,月の入,月齢
20:36,10:46,20.0
21:35,11:54,21.0
22:42,12:56,22.0
23:52,13:49,23.0
--:--,14:33,24.0
1:03,15:09,25.0
2:12,15:41,26.0
3:18,16:10,27.0
4:22,16:37,28.0
5:25,17:04,29.0
6:27,17:32,0.5
7:29,18:03,1.5
8:31,18:38,2.5
9:33,19:18,3.5
10:31,20:03,4.5
11:26,20:54,5.5
12:14,21:49,6.5
12:57,22:47,7.5
13:33,23:47,8.5
14:06,--:--,9.5
14:35,0:47,10.5
15:02,1:47,11.5
15:29,2:48,12.5
15:56,3:51,13.5
16:26,4:56,14.5
17:00,6:04,15.5
17:40,7:16,16.5
18:29,8:30,17.5
19:27,9:42,18.5
20:33,10:48,19.5
21:44,11:45,20.5
