月の出,月の入,月齢
20:29,5:31,16.0
21:04,6:31,17.0
21:34,7:31,18.0
22:02,8:31,19.0
22:28,9:31,20.0
22:53,10:31,21.0
23:21,11:32,22.0
23:51,12:36,23.0
--:--,13:44,24.0
0:26,14:56,25.0
1:08,16:09,26.0
2:01,17:21,27.0
3:04,18:27,28.0
4:16,19:22,29.0
5:32,20:07,0.7
6:47,20:44,1.7
7:58,21:16,2.7
9:05,21:44,3.7
10:08,22:10,4.7
11:10,22:37,5.7
12:10,23:05,6.7
13:10,23:35,7.7
14:10,--:--,8.7
15:09,0:10,9.7
16:06,0:49,10.7
16:59,1:35,11.7
17:47,2:27,12.7
18:29,3:23,13.7
19:05,4:23,14.7
19:37,5:24,15.7
20:06,6:25,16.7
