月の出,月の入,月齢
11:10,23:37,  5.7
12:02,--:--,  6.7
12:54, 0:05,  7.7
13:46, 0:33,  8.7
14:40, 1:03,  9.7
15:35, 1:36, 10.7
16:31, 2:14, 11.7
17:28, 2:56, 12.7
18:24, 3:45, 13.7
19:16, 4:40, 14.7
20:03, 5:39, 15.7
20:46, 6:41, 16.7
21:23, 7:43, 17.7
21:58, 8:44, 18.7
22:31, 9:44, 19.7
23:04,10:44, 20.7
23:37,11:45, 21.7
--:--,12:47, 22.7
 0:14,13:53, 23.7
 0:56,15:01, 24.7
 1:45,16:10, 25.7
 2:41,17:17, 26.7
 3:44,18:17, 27.7
 4:50,19:10, 28.7
 5:57,19:54,  0.3
 7:01,20:32,  1.3
 8:01,21:06,  2.3
 8:58,21:36,  3.3
 9:52,22:04,  4.3
10:45,22:33,  5.3
11:37,23:02,  6.3
