月の出,月の入,月齢
12:30,23:34,  7.3
13:25,--:--,  8.3
14:21, 0:10,  9.3
15:18, 0:50, 10.3
16:14, 1:36, 11.3
17:07, 2:28, 12.3
17:57, 3:26, 13.3
18:41, 4:27, 14.3
19:21, 5:30, 15.3
19:58, 6:33, 16.3
20:32, 7:35, 17.3
21:05, 8:36, 18.3
21:39, 9:38, 19.3
22:15,10:41, 20.3
22:55,11:46, 21.3
23:41,12:53, 22.3
--:--,14:01, 23.3
 0:34,15:07, 24.3
 1:33,16:09, 25.3
 2:37,17:03, 26.3
 3:43,17:49, 27.3
 4:47,18:29, 28.3
 5:48,19:04, 29.3
 6:46,19:35,  0.9
 7:41,20:04,  1.9
 8:35,20:33,  2.9
 9:28,21:02,  3.9
10:21,21:33,  4.9
11:15,22:06,  5.9
12:10,22:44,  6.9
13:06,23:28,  7.9
