月の出,月の入,月齢
 8:31,23:08,  3.3
 9:36,--:--,  4.3
10:41, 0:05,  5.3
11:44, 0:53,  6.3
12:43, 1:33,  7.3
13:39, 2:08,  8.3
14:32, 2:38,  9.3
15:24, 3:07, 10.3
16:15, 3:34, 11.3
17:06, 4:02, 12.3
17:59, 4:31, 13.3
18:54, 5:03, 14.3
19:50, 5:38, 15.3
20:46, 6:19, 16.3
21:42, 7:05, 17.3
22:35, 7:57, 18.3
23:23, 8:54, 19.3
--:--, 9:53, 20.3
 0:07,10:54, 21.3
 0:46,11:55, 22.3
 1:22,12:56, 23.3
 1:55,13:57, 24.3
 2:29,15:00, 25.3
 3:04,16:05, 26.3
 3:42,17:13, 27.3
 4:25,18:25, 28.3
 5:14,19:38, 29.3
 6:12,20:48,  1.0
 7:16,21:51,  2.0
 8:23,22:44,  3.0
 9:29,23:29,  4.0
