月の出,月の入,月齢
14:52, 1:44, 10.6
15:26, 2:45, 11.6
16:00, 3:47, 12.6
16:38, 4:52, 13.6
17:19, 6:00, 14.6
18:08, 7:12, 15.6
19:04, 8:26, 16.6
20:07, 9:38, 17.6
21:14,10:43, 18.6
22:22,11:40, 19.6
23:26,12:27, 20.6
--:--,13:07, 21.6
 0:27,13:41, 22.6
 1:23,14:11, 23.6
 2:17,14:40, 24.6
 3:10,15:08, 25.6
 4:02,15:37, 26.6
 4:54,16:08, 27.6
 5:48,16:42, 28.6
 6:43,17:20, 29.6
 7:39,18:02,  0.8
 8:34,18:50,  1.8
 9:27,19:43,  2.8
10:16,20:39,  3.8
11:00,21:37,  4.8
11:40,22:35,  5.8
12:16,23:33,  6.8
12:50,--:--,  7.8
13:22, 0:32,  8.8
13:55, 1:30,  9.8
