月の出,月の入,月齢
14:51,4:53,12.1
15:53,6:06,13.1
17:03,7:13,14.1
18:17,8:09,15.1
19:30,8:55,16.1
20:38,9:33,17.1
21:43,10:04,18.1
22:43,10:32,19.1
23:42,10:58,20.1
--:--,11:23,21.1
0:39,11:49,22.1
1:36,12:18,23.1
2:35,12:49,24.1
3:33,13:26,25.1
4:31,14:09,26.1
5:27,14:58,27.1
6:19,15:54,28.1
7:05,16:54,29.1
7:46,17:56,0.3
8:21,18:59,1.3
8:52,20:02,2.3
9:20,21:04,3.3
9:48,22:06,4.3
10:15,23:10,5.3
10:44,--:--,6.3
11:17,0:16,7.3
11:55,1:25,8.3
12:41,2:37,9.3
13:36,3:48,10.3
14:41,4:56,11.3
15:52,5:55,12.3
