月の出,月の入,月齢
20:56,11:01,20.0
21:56,12:09,21.0
23:02,13:11,22.0
--:--,14:04,23.0
0:12,14:48,24.0
1:23,15:25,25.0
2:31,15:58,26.0
3:36,16:27,27.0
4:40,16:54,28.0
5:42,17:22,29.0
6:44,17:51,0.5
7:45,18:22,1.5
8:47,18:58,2.5
9:48,19:38,3.5
10:46,20:23,4.5
11:40,21:14,5.5
12:29,22:10,6.5
13:12,23:07,7.5
13:49,--:--,8.5
14:22,0:07,9.5
14:51,1:06,10.5
15:19,2:06,11.5
15:46,3:06,12.5
16:14,4:08,13.5
16:44,5:13,14.5
17:19,6:21,15.5
18:00,7:32,16.5
18:49,8:45,17.5
19:47,9:57,18.5
20:54,11:03,19.5
22:04,12:00,20.5
