月の出,月の入,月齢
20:44,5:51,16.0
21:19,6:51,17.0
21:50,7:50,18.0
22:18,8:50,19.0
22:45,9:49,20.0
23:11,10:49,21.0
23:39,11:49,22.0
--:--,12:53,23.0
0:09,14:00,24.0
0:45,15:11,25.0
1:28,16:25,26.0
2:21,17:36,27.0
3:25,18:42,28.0
4:37,19:37,29.0
5:52,20:22,0.7
7:06,21:00,1.7
8:17,21:32,2.7
9:23,22:01,3.7
10:26,22:28,4.7
11:27,22:55,5.7
12:27,23:23,6.7
13:26,23:54,7.7
14:25,--:--,8.7
15:24,0:29,9.7
16:21,1:09,10.7
17:14,1:55,11.7
18:02,2:47,12.7
18:44,3:44,13.7
19:21,4:43,14.7
19:53,5:43,15.7
20:22,6:44,16.7
