月の出,月の入,月齢
20:49,7:43,17.7
21:15,8:43,18.7
21:42,9:43,19.7
22:11,10:46,20.7
22:44,11:50,21.7
23:23,12:59,22.7
--:--,14:09,23.7
0:10,15:20,24.7
1:08,16:26,25.7
2:14,17:24,26.7
3:27,18:13,27.7
4:42,18:54,28.7
5:54,19:28,0.4
7:03,19:59,1.4
8:08,20:27,2.4
9:11,20:55,3.4
10:13,21:23,4.4
11:14,21:53,5.4
12:14,22:27,6.4
13:14,23:05,7.4
14:12,23:49,8.4
15:07,--:--,9.4
15:57,0:39,10.4
16:41,1:34,11.4
17:20,2:33,12.4
17:54,3:33,13.4
18:24,4:34,14.4
18:52,5:34,15.4
19:19,6:35,16.4
19:46,7:36,17.4
20:14,8:38,18.4
