月の出,月の入,月齢
13:48,22:45,  8.9
14:43,23:40,  9.9
15:31,--:--, 10.9
16:13, 0:42, 11.9
16:49, 1:50, 12.9
17:19, 3:00, 13.9
17:47, 4:11, 14.9
18:13, 5:22, 15.9
18:39, 6:33, 16.9
19:07, 7:46, 17.9
19:39, 9:01, 18.9
20:16,10:17, 19.9
21:01,11:33, 20.9
21:55,12:45, 21.9
22:58,13:49, 22.9
--:--,14:42, 23.9
 0:07,15:25, 24.9
 1:17,16:00, 25.9
 2:25,16:28, 26.9
 3:31,16:53, 27.9
 4:33,17:16, 28.9
 5:34,17:37,  0.3
 6:34,17:59,  1.3
 7:34,18:22,  2.3
 8:35,18:49,  3.3
 9:36,19:19,  4.3
10:37,19:54,  5.3
11:37,20:37,  6.3
12:33,21:28,  7.3
13:23,22:26,  8.3
