月の出,月の入,月齢
14:10, 0:36, 10.6
14:36, 1:45, 11.6
15:02, 2:55, 12.6
15:31, 4:09, 13.6
16:04, 5:26, 14.6
16:45, 6:46, 15.6
17:35, 8:07, 16.6
18:35, 9:22, 17.6
19:44,10:28, 18.6
20:56,11:20, 19.6
22:08,12:02, 20.6
23:15,12:35, 21.6
--:--,13:02, 22.6
 0:20,13:26, 23.6
 1:21,13:48, 24.6
 2:20,14:09, 25.6
 3:19,14:31, 26.6
 4:19,14:56, 27.6
 5:19,15:23, 28.6
 6:20,15:55, 29.6
 7:21,16:33,  0.8
 8:19,17:19,  1.8
 9:13,18:12,  2.8
10:00,19:10,  3.8
10:40,20:13,  4.8
11:14,21:18,  5.8
11:44,22:23,  6.8
12:11,23:29,  7.8
12:36,--:--,  8.8
13:00, 0:35,  9.8
