月の出,月の入,月齢
 6:45,21:40,  2.7
 7:26,22:57,  3.7
 8:15,--:--,  4.7
 9:14, 0:06,  5.7
10:18, 1:06,  6.7
11:26, 1:53,  7.7
12:33, 2:32,  8.7
13:37, 3:02,  9.7
14:39, 3:28, 10.7
15:39, 3:51, 11.7
16:37, 4:12, 12.7
17:35, 4:33, 13.7
18:34, 4:54, 14.7
19:34, 5:17, 15.7
20:35, 5:44, 16.7
21:37, 6:14, 17.7
22:37, 6:51, 18.7
23:33, 7:36, 19.7
--:--, 8:29, 20.7
 0:23, 9:29, 21.7
 1:07,10:35, 22.7
 1:44,11:44, 23.7
 2:15,12:55, 24.7
 2:44,14:06, 25.7
 3:10,15:19, 26.7
 3:37,16:34, 27.7
 4:06,17:51, 28.7
 4:38,19:11,  0.3
 5:16,20:31,  1.3
 6:03,21:47,  2.3
