月の出,月の入,月齢
14:07,23:30,  9.3
14:44,--:--, 10.3
15:17, 0:38, 11.3
15:45, 1:48, 12.3
16:12, 2:58, 13.3
16:38, 4:09, 14.3
17:06, 5:22, 15.3
17:36, 6:38, 16.3
18:12, 7:56, 17.3
18:55, 9:15, 18.3
19:48,10:32, 19.3
20:50,11:41, 20.3
21:58,12:39, 21.3
23:09,13:25, 22.3
--:--,14:02, 23.3
 0:17,14:32, 24.3
 1:23,14:58, 25.3
 2:26,15:21, 26.3
 3:27,15:42, 27.3
 4:26,16:04, 28.3
 5:26,16:27, 29.3
 6:26,16:52,  0.6
 7:27,17:20,  1.6
 8:28,17:54,  2.6
 9:28,18:34,  3.6
10:25,19:22,  4.6
11:17,20:17,  5.6
12:02,21:17,  6.6
12:41,22:22,  7.6
13:14,23:29,  8.6
13:43,--:--,  9.6
