月の出,月の入,月齢
 8:22,20:06,  2.6
 8:48,21:18,  3.6
 9:14,22:30,  4.6
 9:42,23:42,  5.6
10:13,--:--,  6.6
10:50, 0:56,  7.6
11:34, 2:09,  8.6
12:27, 3:18,  9.6
13:29, 4:20, 10.6
14:36, 5:11, 11.6
15:44, 5:53, 12.6
16:50, 6:27, 13.6
17:54, 6:55, 14.6
18:56, 7:19, 15.6
19:55, 7:41, 16.6
20:54, 8:02, 17.6
21:52, 8:23, 18.6
22:52, 8:46, 19.6
23:53, 9:11, 20.6
--:--, 9:40, 21.6
 0:55,10:16, 22.6
 1:57,10:59, 23.6
 2:56,11:52, 24.6
 3:50,12:54, 25.6
 4:37,14:03, 26.6
 5:17,15:16, 27.6
 5:51,16:31, 28.6
 6:21,17:45,  0.1
