月の出,月の入,月齢
14:21,4:32,12.1
15:22,5:45,13.1
16:32,6:52,14.1
17:47,7:48,15.1
19:00,8:33,16.1
20:10,9:10,17.1
21:15,9:41,18.1
22:17,10:07,19.1
23:17,10:32,20.1
--:--,10:57,21.1
0:15,11:22,22.1
1:13,11:49,23.1
2:12,12:20,24.1
3:11,12:56,25.1
4:10,13:38,26.1
5:06,14:27,27.1
5:58,15:23,28.1
6:44,16:23,29.1
7:24,17:27,0.3
7:59,18:30,1.3
8:29,19:34,2.3
8:56,20:37,3.3
9:23,21:40,4.3
9:49,22:45,5.3
10:17,23:52,6.3
10:48,--:--,7.3
11:25,1:02,8.3
12:10,2:15,9.3
13:05,3:27,10.3
14:10,4:35,11.3
15:21,5:34,12.3
