月の出,月の入,月齢
20:26,10:40,20.0
21:25,11:48,21.0
22:31,12:50,22.0
23:42,13:43,23.0
--:--,14:26,24.0
0:53,15:02,25.0
2:02,15:34,26.0
3:09,16:02,27.0
4:14,16:29,28.0
5:17,16:55,29.0
6:20,17:23,0.5
7:22,17:54,1.5
8:25,18:28,2.5
9:26,19:08,3.5
10:25,19:53,4.5
11:20,20:44,5.5
12:08,21:39,6.5
12:50,22:37,7.5
13:27,23:37,8.5
13:59,--:--,9.5
14:28,0:38,10.5
14:55,1:38,11.5
15:21,2:40,12.5
15:48,3:43,13.5
16:17,4:48,14.5
16:51,5:57,15.5
17:30,7:09,16.5
18:19,8:23,17.5
19:16,9:36,18.5
20:23,10:42,19.5
21:34,11:39,20.5
