月の出,月の入,月齢
20:23,5:21,16.0
20:57,6:21,17.0
21:27,7:21,18.0
21:54,8:22,19.0
22:20,9:22,20.0
22:45,10:22,21.0
23:12,11:24,22.0
23:42,12:29,23.0
--:--,13:37,24.0
0:16,14:49,25.0
0:58,16:03,26.0
1:50,17:15,27.0
2:53,18:21,28.0
4:06,19:16,29.0
5:22,20:00,0.7
6:37,20:37,1.7
7:49,21:08,2.7
8:56,21:36,3.7
10:00,22:02,4.7
11:02,22:28,5.7
12:03,22:55,6.7
13:03,23:26,7.7
14:03,24:00,8.7
15:03,--:--,9.7
16:00,0:39,10.7
16:53,1:25,11.7
17:41,2:16,12.7
18:23,3:13,13.7
18:59,4:13,14.7
19:30,5:14,15.7
19:58,6:15,16.7
