月の出,月の入,月齢
 8:21,20:07,  2.6
 8:48,21:17,  3.6
 9:15,22:28,  4.6
 9:44,23:40,  5.6
10:16,--:--,  6.6
10:54, 0:52,  7.6
11:39, 2:04,  8.6
12:33, 3:13,  9.6
13:34, 4:14, 10.6
14:40, 5:06, 11.6
15:48, 5:49, 12.6
16:53, 6:24, 13.6
17:56, 6:53, 14.6
18:57, 7:18, 15.6
19:55, 7:41, 16.6
20:53, 8:03, 17.6
21:50, 8:25, 18.6
22:49, 8:48, 19.6
23:49, 9:14, 20.6
--:--, 9:44, 21.6
 0:50,10:20, 22.6
 1:52,11:04, 23.6
 2:51,11:57, 24.6
 3:45,12:59, 25.6
 4:33,14:07, 26.6
 5:13,15:20, 27.6
 5:48,16:33, 28.6
 6:19,17:46,  0.1
