月の出,月の入,月齢
 7:05,22:48,  3.3
 8:09,23:43,  4.3
 9:18,--:--,  5.3
10:26, 0:26,  6.3
11:32, 1:01,  7.3
12:34, 1:30,  8.3
13:33, 1:55,  9.3
14:31, 2:17, 10.3
15:28, 2:39, 11.3
16:25, 3:01, 12.3
17:24, 3:24, 13.3
18:24, 3:50, 14.3
19:25, 4:20, 15.3
20:25, 4:56, 16.3
21:23, 5:39, 17.3
22:15, 6:30, 18.3
23:00, 7:28, 19.3
23:39, 8:31, 20.3
--:--, 9:37, 21.3
 0:13,10:44, 22.3
 0:42,11:52, 23.3
 1:10,13:00, 24.3
 1:36,14:10, 25.3
 2:04,15:22, 26.3
 2:34,16:38, 27.3
 3:10,17:57, 28.3
 3:54,19:15, 29.3
 4:47,20:27,  1.0
 5:49,21:29,  2.0
 6:58,22:19,  3.0
 8:09,22:59,  4.0
