月の出,月の入,月齢
13:28, 1:43, 10.8
13:59, 2:55, 11.8
14:36, 4:11, 12.8
15:22, 5:30, 13.8
16:18, 6:48, 14.8
17:25, 8:00, 15.8
18:38, 9:02, 16.8
19:53, 9:50, 17.8
21:04,10:29, 18.8
22:10,11:01, 19.8
23:13,11:27, 20.8
--:--,11:51, 21.8
 0:13,12:14, 22.8
 1:11,12:37, 23.8
 2:10,13:01, 24.8
 3:09,13:29, 25.8
 4:09,14:00, 26.8
 5:09,14:37, 27.8
 6:07,15:21, 28.8
 7:03,16:12,  0.1
 7:52,17:09,  1.1
 8:35,18:11,  2.1
 9:12,19:14,  3.1
 9:44,20:18,  4.1
10:12,21:22,  5.1
10:37,22:26,  6.1
11:02,23:31,  7.1
11:28,--:--,  8.1
11:56, 0:38,  9.1
12:29, 1:49, 10.1
13:09, 3:04, 11.1
