月の出,月の入,月齢
 8:05,17:39,  1.2
 8:46,18:50,  2.2
 9:21,20:00,  3.2
 9:51,21:10,  4.2
10:19,22:18,  5.2
10:45,23:27,  6.2
11:12,--:--,  7.2
11:41, 0:36,  8.2
12:15, 1:48,  9.2
12:55, 3:01, 10.2
13:44, 4:14, 11.2
14:42, 5:22, 12.2
15:47, 6:22, 13.2
16:55, 7:11, 14.2
18:03, 7:52, 15.2
19:08, 8:24, 16.2
20:10, 8:52, 17.2
21:09, 9:16, 18.2
22:07, 9:38, 19.2
23:04,10:00, 20.2
--:--,10:22, 21.2
 0:01,10:47, 22.2
 1:01,11:14, 23.2
 2:02,11:47, 24.2
 3:05,12:27, 25.2
 4:06,13:16, 26.2
 5:05,14:14, 27.2
 5:57,15:20, 28.2
 6:42,16:31, 29.2
 7:19,17:44,  0.6
 7:52,18:56,  1.6
