月の出,月の入,月齢
11:55,22:22,  7.3
12:55,22:52,  8.3
13:56,23:27,  9.3
14:56,--:--, 10.3
15:54, 0:10, 11.3
16:47, 1:01, 12.3
17:34, 2:00, 13.3
18:14, 3:05, 14.3
18:48, 4:14, 15.3
19:18, 5:23, 16.3
19:45, 6:32, 17.3
20:12, 7:40, 18.3
20:39, 8:49, 19.3
21:08, 9:59, 20.3
21:41,11:11, 21.3
22:21,12:25, 22.3
23:09,13:38, 23.3
--:--,14:47, 24.3
 0:06,15:48, 25.3
 1:12,16:39, 26.3
 2:21,17:21, 27.3
 3:31,17:55, 28.3
 4:39,18:24, 29.3
 5:43,18:49,  0.9
 6:45,19:12,  1.9
 7:45,19:34,  2.9
 8:44,19:58,  3.9
 9:43,20:23,  4.9
10:43,20:51,  5.9
11:43,21:24,  6.9
12:44,22:03,  7.9
