月の出,月の入,月齢
13:42,22:50,  8.9
14:37,23:45,  9.9
15:26,--:--, 10.9
16:09, 0:47, 11.9
16:45, 1:54, 12.9
17:17, 3:03, 13.9
17:46, 4:13, 14.9
18:13, 5:23, 15.9
18:40, 6:33, 16.9
19:09, 7:45, 17.9
19:42, 8:58, 18.9
20:20,10:13, 19.9
21:06,11:28, 20.9
22:01,12:40, 21.9
23:04,13:44, 22.9
--:--,14:37, 23.9
 0:12,15:21, 24.9
 1:20,15:56, 25.9
 2:28,16:26, 26.9
 3:32,16:52, 27.9
 4:34,17:15, 28.9
 5:34,17:38,  0.3
 6:33,18:01,  1.3
 7:32,18:25,  2.3
 8:32,18:52,  3.3
 9:32,19:23,  4.3
10:33,19:59,  5.3
11:32,20:43,  6.3
12:27,21:34,  7.3
13:18,22:31,  8.3
