月の出,月の入,月齢
12:14,22:47,  7.3
13:13,23:18,  8.3
14:13,23:55,  9.3
15:12,--:--, 10.3
16:10, 0:38, 11.3
17:03, 1:30, 12.3
17:50, 2:28, 13.3
18:31, 3:33, 14.3
19:06, 4:40, 15.3
19:37, 5:48, 16.3
20:06, 6:56, 17.3
20:33, 8:03, 18.3
21:02, 9:10, 19.3
21:32,10:19, 20.3
22:07,11:30, 21.3
22:48,12:42, 22.3
23:37,13:54, 23.3
--:--,15:03, 24.3
 0:35,16:04, 25.3
 1:40,16:56, 26.3
 2:49,17:38, 27.3
 3:58,18:13, 28.3
 5:04,18:43, 29.3
 6:07,19:09,  0.9
 7:08,19:33,  1.9
 8:06,19:57,  2.9
 9:04,20:21,  3.9
10:02,20:47,  4.9
11:01,21:17,  5.9
12:01,21:51,  6.9
13:00,22:31,  7.9
