月の出,月の入,月齢
 8:22,18:07,  1.2
 9:04,19:16,  2.2
 9:39,20:25,  3.2
10:11,21:33,  4.2
10:39,22:41,  5.2
11:07,23:48,  6.2
11:35,--:--,  7.2
12:06, 0:56,  8.2
12:41, 2:07,  9.2
13:22, 3:19, 10.2
14:12, 4:30, 11.2
15:10, 5:38, 12.2
16:15, 6:38, 13.2
17:22, 7:28, 14.2
18:29, 8:09, 15.2
19:33, 8:43, 16.2
20:34, 9:11, 17.2
21:32, 9:37, 18.2
22:28,10:00, 19.2
23:24,10:23, 20.2
--:--,10:46, 21.2
 0:21,11:11, 22.2
 1:19,11:40, 23.2
 2:19,12:14, 24.2
 3:21,12:55, 25.2
 4:22,13:44, 26.2
 5:20,14:43, 27.2
 6:13,15:48, 28.2
 6:58,16:58, 29.2
 7:37,18:10,  0.6
 8:11,19:20,  1.6
