月の出,月の入,月齢
 7:09,19:21,  1.1
 7:38,20:33,  2.1
 8:08,21:45,  3.1
 8:41,22:59,  4.1
 9:19,--:--,  5.1
10:04, 0:12,  6.1
10:56, 1:22,  7.1
11:55, 2:26,  8.1
12:59, 3:20,  9.1
14:05, 4:06, 10.1
15:09, 4:43, 11.1
16:11, 5:14, 12.1
17:11, 5:41, 13.1
18:08, 6:05, 14.1
19:05, 6:28, 15.1
20:01, 6:51, 16.1
20:58, 7:15, 17.1
21:57, 7:41, 18.1
22:57, 8:10, 19.1
23:57, 8:45, 20.1
--:--, 9:26, 21.1
 0:55,10:14, 22.1
 1:50,11:11, 23.1
 2:40,12:15, 24.1
 3:23,13:23, 25.1
 4:01,14:33, 26.1
 4:34,15:44, 27.1
 5:05,16:55, 28.1
 5:34,18:07, 29.1
 6:04,19:21,  0.7
 6:37,20:37,  1.7
