月の出,月の入,月齢
--:--,12:38,21.8
0:40,13:11,22.8
1:37,13:42,23.8
2:33,14:13,24.8
3:29,14:46,25.8
4:25,15:22,26.8
5:22,16:02,27.8
6:19,16:46,28.8
7:14,17:34,0.1
8:07,18:26,1.1
8:54,19:21,2.1
9:37,20:16,3.1
10:16,21:11,4.1
10:50,22:05,5.1
11:22,22:58,6.1
11:52,23:52,7.1
12:21,--:--,8.1
12:52,0:46,9.1
13:26,1:43,10.1
14:04,2:44,11.1
14:48,3:49,12.1
15:41,4:58,13.1
16:44,6:09,14.1
17:53,7:17,15.1
19:06,8:19,16.1
20:18,9:12,17.1
21:26,9:57,18.1
22:30,10:36,19.1
23:30,11:10,20.1
--:--,11:43,21.1
0:27,12:15,22.1
