月の出,月の入,月齢
20:56,8:01,17.7
21:26,8:56,18.7
21:57,9:52,19.7
22:30,10:50,20.7
23:08,11:50,21.7
23:51,12:54,22.7
--:--,14:01,23.7
0:41,15:09,24.7
1:40,16:15,25.7
2:47,17:15,26.7
3:57,18:08,27.7
5:08,18:53,28.7
6:15,19:32,0.4
7:19,20:07,1.4
8:20,20:39,2.4
9:19,21:11,3.4
10:16,21:43,4.4
11:13,22:17,5.4
12:10,22:55,6.4
13:06,23:36,7.4
14:02,--:--,8.4
14:56,0:22,9.4
15:46,1:12,10.4
16:32,2:06,11.4
17:14,3:02,12.4
17:51,4:00,13.4
18:25,4:57,14.4
18:57,5:53,15.4
19:28,6:49,16.4
19:59,7:46,17.4
20:32,8:44,18.4
