月の出,月の入,月齢
15:23,4:45,12.1
16:26,5:56,13.1
17:35,7:02,14.1
18:46,8:01,15.1
19:55,8:51,16.1
20:59,9:32,17.1
21:58,10:08,18.1
22:55,10:40,19.1
23:49,11:10,20.1
--:--,11:39,21.1
0:42,12:09,22.1
1:36,12:41,23.1
2:30,13:17,24.1
3:25,13:56,25.1
4:21,14:41,26.1
5:16,15:31,27.1
6:08,16:26,28.1
6:56,17:24,29.1
7:39,18:23,0.3
8:18,19:22,1.3
8:53,20:21,2.3
9:26,21:18,3.3
9:57,22:16,4.3
10:29,23:15,5.3
11:02,--:--,6.3
11:39,0:17,7.3
12:22,1:22,8.3
13:11,2:29,9.3
14:09,3:38,10.3
15:14,4:45,11.3
16:23,5:46,12.3
