月の出,月の入,月齢
21:28,10:52,20.0
22:28,11:59,21.0
23:34,13:01,22.0
--:--,13:56,23.0
0:41,14:44,24.0
1:47,15:25,25.0
2:51,16:01,26.0
3:52,16:35,27.0
4:51,17:07,28.0
5:49,17:39,29.0
6:46,18:12,0.5
7:44,18:47,1.5
8:42,19:26,2.5
9:40,20:09,3.5
10:36,20:56,4.5
11:30,21:47,5.5
12:19,22:41,6.5
13:03,23:37,7.5
13:43,--:--,8.5
14:20,0:33,9.5
14:53,1:28,10.5
15:25,2:24,11.5
15:56,3:20,12.5
16:28,4:18,13.5
17:03,5:18,14.5
17:42,6:21,15.5
18:27,7:28,16.5
19:20,8:38,17.5
20:20,9:47,18.5
21:26,10:53,19.5
22:34,11:52,20.5
