月の出,月の入,月齢
14:51,4:50,12.1
15:53,6:03,13.1
17:03,7:10,14.1
18:17,8:06,15.1
19:29,8:52,16.1
20:37,9:30,17.1
21:41,10:02,18.1
22:42,10:30,19.1
23:40,10:56,20.1
--:--,11:22,21.1
0:37,11:48,22.1
1:34,12:17,23.1
2:32,12:49,24.1
3:30,13:26,25.1
4:28,14:09,26.1
5:24,14:58,27.1
6:16,15:54,28.1
7:02,16:53,29.1
7:43,17:56,0.3
8:18,18:58,1.3
8:50,20:00,2.3
9:18,21:02,3.3
9:46,22:04,4.3
10:13,23:08,5.3
10:43,--:--,6.3
11:16,0:13,7.3
11:54,1:22,8.3
12:40,2:34,9.3
13:36,3:45,10.3
14:41,4:53,11.3
15:52,5:52,12.3
