月の出,月の入,月齢
20:41,5:51,16.0
21:17,6:50,17.0
21:48,7:50,18.0
22:16,8:49,19.0
22:43,9:48,20.0
23:09,10:47,21.0
23:37,11:47,22.0
--:--,12:51,23.0
0:08,13:58,24.0
0:44,15:08,25.0
1:28,16:22,26.0
2:21,17:33,27.0
3:24,18:38,28.0
4:36,19:34,29.0
5:52,20:20,0.7
7:06,20:58,1.7
8:16,21:30,2.7
9:22,21:59,3.7
10:24,22:27,4.7
11:25,22:54,5.7
12:24,23:22,6.7
13:23,23:54,7.7
14:23,--:--,8.7
15:21,0:29,9.7
16:18,1:09,10.7
17:11,1:55,11.7
17:59,2:47,12.7
18:41,3:43,13.7
19:18,4:42,14.7
19:50,5:43,15.7
20:20,6:43,16.7
