月の出,月の入,月齢
--:--,12:30,21.8
0:24,12:59,22.8
1:26,13:26,23.8
2:26,13:54,24.8
3:25,14:23,25.8
4:25,14:56,26.8
5:25,15:32,27.8
6:25,16:14,28.8
7:21,17:02,0.1
8:14,17:54,1.1
9:01,18:50,2.1
9:42,19:48,3.1
10:17,20:46,4.1
10:48,21:43,5.1
11:16,22:40,6.1
11:43,23:37,7.1
12:09,--:--,8.1
12:36,0:35,9.1
13:06,1:36,10.1
13:40,2:41,11.1
14:20,3:50,12.1
15:10,5:03,13.1
16:11,6:16,14.1
17:21,7:24,15.1
18:37,8:24,16.1
19:53,9:14,17.1
21:05,9:55,18.1
22:13,10:29,19.1
23:17,11:00,20.1
--:--,11:28,21.1
0:19,11:57,22.1
