月の出,月の入,月齢
20:56,10:58,20.0
21:56,12:06,21.0
23:02,13:08,22.0
--:--,14:01,23.0
0:12,14:45,24.0
1:22,15:23,25.0
2:30,15:55,26.0
3:35,16:25,27.0
4:38,16:53,28.0
5:40,17:21,29.0
6:41,17:50,0.5
7:43,18:22,1.5
8:44,18:57,2.5
9:45,19:37,3.5
10:43,20:23,4.5
11:37,21:14,5.5
12:26,22:09,6.5
13:09,23:07,7.5
13:46,--:--,8.5
14:19,0:06,9.5
14:49,1:05,10.5
15:17,2:05,11.5
15:44,3:05,12.5
16:13,4:06,13.5
16:43,5:11,14.5
17:18,6:18,15.5
17:59,7:29,16.5
18:49,8:42,17.5
19:47,9:54,18.5
20:53,11:00,19.5
22:04,11:57,20.5
