月の出,月の入,月齢
20:19,7:07,17.7
20:43,8:09,18.7
21:08,9:12,19.7
21:34,10:16,20.7
22:05,11:23,21.7
22:42,12:34,22.7
23:27,13:47,23.7
--:--,14:58,24.7
0:23,16:05,25.7
1:30,17:02,26.7
2:44,17:50,27.7
4:00,18:28,28.7
5:15,19:00,0.4
6:27,19:28,1.4
7:35,19:54,2.4
8:40,20:20,3.4
9:44,20:46,4.4
10:48,21:14,5.4
11:50,21:46,6.4
12:52,22:22,7.4
13:51,23:05,8.4
14:47,23:54,9.4
15:36,--:--,10.4
16:20,0:50,11.4
16:57,1:49,12.4
17:29,2:51,13.4
17:57,3:54,14.4
18:23,4:57,15.4
18:47,6:00,16.4
19:12,7:04,17.4
19:38,8:08,18.4
