月の出,月の入,月齢
20:22,5:07,16.0
20:55,6:08,17.0
21:24,7:10,18.0
21:50,8:12,19.0
22:14,9:13,20.0
22:38,10:15,21.0
23:04,11:18,22.0
23:32,12:24,23.0
--:--,13:34,24.0
0:05,14:47,25.0
0:46,16:03,26.0
1:37,17:15,27.0
2:40,18:20,28.0
3:52,19:14,29.0
5:10,19:58,0.7
6:26,20:33,1.7
7:39,21:03,2.7
8:48,21:29,3.7
9:54,21:54,4.7
10:57,22:19,5.7
11:59,22:45,6.7
13:01,23:14,7.7
14:02,23:47,8.7
15:02,--:--,9.7
16:00,0:26,10.7
16:53,1:11,11.7
17:41,2:02,12.7
18:22,3:00,13.7
18:57,4:00,14.7
19:27,5:03,15.7
19:54,6:05,16.7
