月の出,月の入,月齢
14:07,4:31,12.1
15:08,5:45,13.1
16:19,6:52,14.1
17:34,7:47,15.1
18:49,8:31,16.1
20:00,9:07,17.1
21:07,9:36,18.1
22:10,10:01,19.1
23:11,10:25,20.1
--:--,10:48,21.1
0:10,11:12,22.1
1:10,11:38,23.1
2:10,12:08,24.1
3:10,12:43,25.1
4:10,13:24,26.1
5:07,14:13,27.1
5:58,15:09,28.1
6:44,16:10,29.1
7:23,17:14,0.3
7:56,18:20,1.3
8:25,19:24,2.3
8:51,20:29,3.3
9:16,21:34,4.3
9:41,22:40,5.3
10:08,23:48,6.3
10:38,--:--,7.3
11:13,1:00,8.3
11:57,2:14,9.3
12:51,3:27,10.3
13:56,4:35,11.3
15:08,5:34,12.3
