月の出,月の入,月齢
20:12,10:39,20.0
21:11,11:48,21.0
22:18,12:50,22.0
23:30,13:42,23.0
--:--,14:24,24.0
0:42,14:59,25.0
1:53,15:29,26.0
3:01,15:56,27.0
4:06,16:21,28.0
5:11,16:47,29.0
6:15,17:13,0.5
7:19,17:43,1.5
8:23,18:16,2.5
9:26,18:54,3.5
10:25,19:39,4.5
11:20,20:30,5.5
12:08,21:25,6.5
12:50,22:25,7.5
13:25,23:26,8.5
13:56,--:--,9.5
14:24,0:27,10.5
14:49,1:29,11.5
15:14,2:32,12.5
15:40,3:36,13.5
16:08,4:43,14.5
16:40,5:53,15.5
17:18,7:07,16.5
18:06,8:22,17.5
19:03,9:36,18.5
20:09,10:42,19.5
21:21,11:38,20.5
