月の出,月の入,月齢
 8:27,20:13,  2.6
 8:54,21:23,  3.6
 9:21,22:34,  4.6
 9:49,23:46,  5.6
10:22,--:--,  6.6
10:59, 0:58,  7.6
11:45, 2:10,  8.6
12:38, 3:19,  9.6
13:40, 4:20, 10.6
14:46, 5:12, 11.6
15:53, 5:55, 12.6
16:59, 6:30, 13.6
18:02, 6:59, 14.6
19:03, 7:24, 15.6
20:01, 7:47, 16.6
20:58, 8:08, 17.6
21:56, 8:30, 18.6
22:55, 8:54, 19.6
23:55, 9:20, 20.6
--:--, 9:50, 21.6
 0:56,10:26, 22.6
 1:58,11:10, 23.6
 2:57,12:03, 24.6
 3:51,13:05, 25.6
 4:39,14:13, 26.6
 5:19,15:26, 27.6
 5:54,16:39, 28.6
 6:25,17:52,  0.1
