月の出,月の入,月齢
13:48,22:56,  8.9
14:43,23:51,  9.9
15:32,--:--, 10.9
16:14, 0:53, 11.9
16:51, 2:00, 12.9
17:23, 3:09, 13.9
17:51, 4:19, 14.9
18:19, 5:29, 15.9
18:46, 6:39, 16.9
19:15, 7:51, 17.9
19:47, 9:04, 18.9
20:26,10:19, 19.9
21:12,11:34, 20.9
22:07,12:46, 21.9
23:10,13:50, 22.9
--:--,14:43, 23.9
 0:17,15:27, 24.9
 1:26,16:02, 25.9
 2:34,16:32, 26.9
 3:38,16:58, 27.9
 4:40,17:21, 28.9
 5:40,17:44,  0.3
 6:39,18:06,  1.3
 7:38,18:31,  2.3
 8:38,18:57,  3.3
 9:38,19:28,  4.3
10:39,20:05,  5.3
11:38,20:48,  6.3
12:33,21:39,  7.3
13:24,22:37,  8.3
