月の出,月の入,月齢
14:14, 0:44, 10.6
14:41, 1:52, 11.6
15:09, 3:01, 12.6
15:38, 4:13, 13.6
16:13, 5:29, 14.6
16:54, 6:48, 15.6
17:45, 8:08, 16.6
18:46, 9:23, 17.6
19:55,10:28, 18.6
21:07,11:22, 19.6
22:17,12:04, 20.6
23:24,12:38, 21.6
--:--,13:06, 22.6
 0:27,13:31, 23.6
 1:27,13:53, 24.6
 2:26,14:16, 25.6
 3:24,14:39, 26.6
 4:22,15:04, 27.6
 5:22,15:32, 28.6
 6:22,16:05, 29.6
 7:22,16:44,  0.8
 8:20,17:30,  1.8
 9:13,18:23,  2.8
10:00,19:21,  3.8
10:41,20:23,  4.8
11:17,21:27,  5.8
11:47,22:31,  6.8
12:15,23:36,  7.8
12:40,--:--,  8.8
13:06, 0:41,  9.8
