月の出,月の入,月齢
 8:07,20:04,  2.6
 8:41,21:07,  3.6
 9:14,22:11,  4.6
 9:49,23:16,  5.6
10:28,--:--,  6.6
11:11, 0:23,  7.6
12:00, 1:30,  8.6
12:56, 2:36,  9.6
13:57, 3:37, 10.6
15:00, 4:31, 11.6
16:03, 5:18, 12.6
17:03, 5:58, 13.6
18:00, 6:32, 14.6
18:55, 7:03, 15.6
19:48, 7:31, 16.6
20:40, 7:59, 17.6
21:32, 8:26, 18.6
22:25, 8:54, 19.6
23:20, 9:26, 20.6
--:--,10:01, 21.6
 0:17,10:41, 22.6
 1:15,11:28, 23.6
 2:12,12:22, 24.6
 3:07,13:22, 25.6
 3:58,14:26, 26.6
 4:44,15:33, 27.6
 5:25,16:40, 28.6
 6:02,17:46,  0.1
