月の出,月の入,月齢
 7:01,21:05,  2.7
 7:49,22:16,  3.7
 8:43,23:23,  4.7
 9:43,--:--,  5.7
10:46, 0:23,  6.7
11:49, 1:15,  7.7
12:50, 1:58,  8.7
13:48, 2:35,  9.7
14:43, 3:08, 10.7
15:36, 3:37, 11.7
16:28, 4:04, 12.7
17:19, 4:31, 13.7
18:12, 4:59, 14.7
19:06, 5:28, 15.7
20:01, 6:00, 16.7
20:57, 6:36, 17.7
21:54, 7:18, 18.7
22:49, 8:05, 19.7
23:41, 8:58, 20.7
--:--, 9:57, 21.7
 0:28,10:58, 22.7
 1:11,12:01, 23.7
 1:49,13:04, 24.7
 2:25,14:08, 25.7
 2:59,15:12, 26.7
 3:34,16:18, 27.7
 4:10,17:27, 28.7
 4:50,18:39,  0.3
 5:36,19:53,  1.3
 6:29,21:05,  2.3
