月の出,月の入,月齢
 9:30,23:08,  5.0
10:29,23:40,  6.0
11:25,--:--,  7.0
12:18, 0:10,  8.0
13:10, 0:37,  9.0
14:02, 1:04, 10.0
14:55, 1:32, 11.0
15:49, 2:03, 12.0
16:45, 2:37, 13.0
17:42, 3:15, 14.0
18:39, 3:59, 15.0
19:33, 4:50, 16.0
20:23, 5:45, 17.0
21:08, 6:45, 18.0
21:48, 7:46, 19.0
22:24, 8:47, 20.0
22:57, 9:48, 21.0
23:30,10:48, 22.0
--:--,11:49, 23.0
 0:02,12:51, 24.0
 0:37,13:57, 25.0
 1:15,15:05, 26.0
 2:00,16:17, 27.0
 2:52,17:28, 28.0
 3:52,18:34, 29.0
 4:58,19:32,  0.7
 6:06,20:22,  1.7
 7:13,21:03,  2.7
 8:15,21:38,  3.7
 9:14,22:09,  4.7
