月の出,月の入,月齢
10:09,22:38,  5.7
11:02,23:05,  6.7
11:55,23:33,  7.7
12:47,--:--,  8.7
13:41, 0:03,  9.7
14:36, 0:35, 10.7
15:33, 1:12, 11.7
16:30, 1:54, 12.7
17:26, 2:42, 13.7
18:18, 3:37, 14.7
19:06, 4:36, 15.7
19:48, 5:38, 16.7
20:25, 6:40, 17.7
21:00, 7:42, 18.7
21:32, 8:43, 19.7
22:04, 9:43, 20.7
22:37,10:45, 21.7
23:13,11:48, 22.7
23:55,12:54, 23.7
--:--,14:02, 24.7
 0:42,15:12, 25.7
 1:38,16:18, 26.7
 2:41,17:19, 27.7
 3:47,18:12, 28.7
 4:54,18:56,  0.3
 5:59,19:34,  1.3
 7:00,20:07,  2.3
 7:57,20:37,  3.3
 8:52,21:05,  4.3
 9:45,21:33,  5.3
10:38,22:02,  6.3
