月の出,月の入,月齢
 7:28,22:10,  3.3
 8:33,23:07,  4.3
 9:38,23:55,  5.3
10:42,--:--,  6.3
11:42, 0:35,  7.3
12:38, 1:10,  8.3
13:32, 1:40,  9.3
14:24, 2:08, 10.3
15:15, 2:35, 11.3
16:07, 3:02, 12.3
17:00, 3:30, 13.3
17:55, 4:02, 14.3
18:52, 4:37, 15.3
19:49, 5:17, 16.3
20:44, 6:02, 17.3
21:37, 6:54, 18.3
22:26, 7:51, 19.3
23:09, 8:50, 20.3
23:48, 9:52, 21.3
--:--,10:53, 22.3
 0:23,11:54, 23.3
 0:57,12:56, 24.3
 1:29,13:59, 25.3
 2:04,15:05, 26.3
 2:41,16:14, 27.3
 3:23,17:26, 28.3
 4:12,18:39, 29.3
 5:09,19:50,  1.0
 6:13,20:53,  2.0
 7:20,21:46,  3.0
 8:27,22:31,  4.0
